LinINum,LinNom,LinFOpe,LinFecOpeIni,LinFecOpeFin,LinBarA,LinBarB,LinBarSis,LinFPrtFlu,LinFPrtHis,LinNIntHis,LinFPrtInd,LinFCC,LinPotMaxA->B,LinPotMaxB->A,LinFMax,LinFPri,LinFN-1,LinPotN-1A->B,LinPotN-1B->A,LinVolt,LinR,LinX,LinFPer,LinNTra,LinDisEne,LinFPeaCal,LinPeaSis,LinPeaTip,LinFTipDef,LinFInv,LinFecInv,LinVI,LinCOMA,LinVidUti,LinEmp,LinAux
200302,(Ei) Rande 220->Rande 220,T,*,*,(Ei) Rande 220,Rande 220,*,T,T,101,T,F,315.1293239,315.1293239,F,F,T,315.1293239,315.1293239,220,0.000605,0.084755,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,0.55
200303,Encuentro 220->(Ei) Rande 220,T,*,*,Encuentro 220,(Ei) Rande 220,*,T,T,101,T,F,342.9460599,342.9460599,F,F,T,342.9460599,342.9460599,220,0.4715036,3.811434,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,6.794
200304,Crucero 220->Conchi 220,T,MesJun-2017,*,Crucero 220,Conchi 220,BarA,T,T,101,T,F,182.9,182.9,F,F,T,182.9,182.9,220,4.782547,38.395994,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,97.603
200305,Conchi 220->El Abra 220,T,MesJun-2017,*,Conchi 220,El Abra 220,BarA,T,T,101,T,F,182.9,182.9,F,F,T,182.9,182.9,220,0.159348,1.294296,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,3.252
200306,Conchi 220->Cerro Pabellon 220,T,MesJun-2017,*,Conchi 220,Cerro Pabellon 220,BarA,T,T,101,T,F,99.64,99.64,F,F,T,99.64,99.64,220,4.292100171,30.95583123,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,75.300.003
200307,Calama 220->Solar Jama 220,T,MesEne-2017,MesAgo-2020,Calama 220,Solar Jama 220,BarB,T,T,101,T,F,137.2,137.2,F,F,T,137.2,137.2,220,2.1066912,13.2539328,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,31.968
200308,Calama 110->Valle de los Vientos 110,T,MesEne-2017,*,Calama 110,Valle de los Vientos 110,BarB,T,T,101,T,F,114.32,114.32,F,F,T,114.32,114.32,110,0.9840204,5.062419,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,13.554
200309,Laberinto 220->(Ei) Bolero 220,T,MesDic-2016,*,Laberinto 220,(Ei) Bolero 220,*,T,T,101,T,F,714.4709581,714.4709581,F,F,T,714.4709581,714.4709581,220,0.016469,0.095589,T,5,1,T,TxA,Cmn,F,F,*,0,0,30,CNE,0.43
200310,(Ei) Bolero 220->Bolero 220,T,MesDic-2016,*,(Ei) Bolero 220,Bolero 220,*,T,T,101,T,F,328.8471663,328.8471663,F,F,T,328.8471663,328.8471663,220,0.15624,0.86289,T,5,1,T,TxA,Cmn,F,F,*,0,0,30,CNE,2.1
200311,Tap Cuya 110->Tap Vitor 2 110,T,MesEne-2017,*,Tap Cuya 110,Tap Vitor 2 110,*,T,T,101,T,F,34.6,34.6,F,F,T,34.6,34.6,110,6.539888685,10.55880981,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,24.915
200312,Tap Vitor 2 110->Tap Vitor 110,T,MesEne-2017,*,Tap Vitor 2 110,Tap Vitor 110,*,T,T,101,T,F,34.6,34.6,F,F,T,34.6,34.6,110,0.019563439,0.031944697,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,0.074
200313,Tap Vitor 2 023->Chaca 023,T,MesEne-2017,*,Tap Vitor 2 023,Chaca 023,*,T,T,101,T,F,23.78,23.78,F,F,T,23.78,23.78,23,0.934041063,2.852247176,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,902.647
200314,SE KM6 110->ACL 110,T,*,*,SE KM6 110,ACL 110,*,T,T,101,T,F,69,69,F,F,T,69,69,110,0.9446154,2.2596801,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,6.063
200315,Antucoya 110->Tap Antucoya 110,F,MesEne-2016,*,Antucoya 110,Tap Antucoya 110,*,T,T,101,T,F,19.05,19.05,F,F,T,19.05,19.05,110,1.4434,5.6546,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,14
200316,Tap Antucoya 110->Guayaques 110,T,MesEne-2016,*,Tap Antucoya 110,Guayaques 110,*,T,T,101,T,F,50,50,F,F,T,50,50,110,0.0299099,0.112799624,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,0.299999
200317,Uribe 110->Uribe Solar 110,T,MesJun-2017,*,Uribe 110,Uribe Solar 110,*,T,T,101,T,F,64.4,64.4,F,F,T,64.4,64.4,110,2.49095,3.00762,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,7.7
200324,Escondida 220->Escondida 069 I,T,*,*,Escondida 220,Escondida 069,*,T,T,101,T,F,50,50,F,F,T,50,50,220,2.9,137.102907,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,220/69
200325,Escondida 220->Escondida 069 II,T,*,*,Escondida 220,Escondida 069,*,T,T,101,T,F,50,50,F,F,T,50,50,220,2.9,137.102907,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,220/69
200326,Laguna Seca 220->Laguna Seca 069 I,T,*,*,Laguna Seca 220,Laguna Seca 069,*,T,T,101,T,F,50,50,F,F,T,50,50,220,2.9,120.965142,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,220/69
200327,Laguna Seca 220->Laguna Seca 069 II,T,*,*,Laguna Seca 220,Laguna Seca 069,*,T,T,101,T,F,50,50,F,F,T,50,50,220,2.9,120.965142,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,220/69
200328,Escondida 069->Tap 003 069,T,*,*,Escondida 069,Tap 003 069,*,T,T,101,T,F,47.8,47.8,F,F,T,47.8,47.8,69,1.33796,2.35476,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,6.2
200329,Tap 003 069->Neurara 069,T,*,*,Tap 003 069,Neurara 069,*,T,T,101,T,F,47.8,47.8,F,F,T,47.8,47.8,69,12.68904,22.33224,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,58.8
200330,Neurara 069->Monturaqui 069,T,*,*,Neurara 069,Monturaqui 069,*,T,T,101,T,F,47.8,47.8,F,F,T,47.8,47.8,69,3.237,5.697,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,15
200331,Escondida 069->Escondida Norte 069 I,T,*,*,Escondida 069,Escondida Norte 069,*,T,T,101,T,F,94.41,94.41,F,F,T,94.41,94.41,69,2.054,5.187,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,13
200332,Escondida 069->640 069,T,*,*,Escondida 069,640 069,*,T,T,101,T,F,50.55,50.55,F,F,T,50.55,50.55,69,0.53613,0.716835,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,2.1
200333,640 069->401 069,T,*,*,640 069,401 069,*,T,T,101,T,F,50.55,50.55,F,F,T,50.55,50.55,69,0.07659,0.102405,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,0.3
200334,401 069->360 069,T,*,*,401 069,360 069,*,T,T,101,T,F,50.55,50.55,F,F,T,50.55,50.55,69,0.163392,0.218464,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,0.64
200335,360 069->403 069,T,*,*,360 069,403 069,*,T,T,101,T,F,50.55,50.55,F,F,T,50.55,50.55,69,0.730158,0.976261,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,2.86
200336,403 069->940 069,T,*,*,403 069,940 069,*,T,T,101,T,F,50.55,50.55,F,F,T,50.55,50.55,69,0.38295,0.512025,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,1.5
200337,940 069->404 069,T,*,*,940 069,404 069,*,T,T,101,T,F,50.55,50.55,F,F,T,50.55,50.55,69,1.0212,1.3654,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,4
200338,404 069->405 069,T,*,*,404 069,405 069,*,T,T,101,T,F,50.55,50.55,F,F,T,50.55,50.55,69,0.33189,0.443755,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,1.3
200339,405 069->Laguna Seca 069,T,*,*,405 069,Laguna Seca 069,*,T,T,101,T,F,50.55,50.55,F,F,T,50.55,50.55,69,0.7659,1.02405,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,3
200340,Laguna Seca 069->415 069,T,*,*,Laguna Seca 069,415 069,*,T,T,101,T,F,30.59,30.59,F,F,T,30.59,30.59,69,0.2782,0.2015,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,0.5
200341,415 069->416 069,T,*,*,415 069,416 069,*,T,T,101,T,F,19.12,19.12,F,F,T,19.12,19.12,69,4.7294,3.4255,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,8.5
200342,416 069->418 069,T,*,*,416 069,418 069,*,T,T,101,T,F,19.12,19.12,F,F,T,19.12,19.12,69,1.00152,0.7254,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,1.8
200343,940 069->Punta Negra 069,T,*,*,940 069,Punta Negra 069,*,T,T,101,T,F,50.55,50.55,F,F,T,50.55,50.55,69,3.5742,4.7789,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,14
200344,Punta Negra 069->Seccionador Hamburgo 069,T,*,*,Punta Negra 069,Seccionador Hamburgo 069,*,T,T,101,T,F,50.55,50.55,F,F,T,50.55,50.55,69,0.22977,0.307215,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,0.9
200345,Seccionador Hamburgo 069->Ei P58 069,F,*,*,Seccionador Hamburgo 069,Ei P58 069,*,T,T,101,T,F,50.55,50.55,F,F,T,50.55,50.55,69,0.02553,0.034135,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,0.1
200346,Ei P58 069->Seccionador OGP1 069,T,*,*,Ei P58 069,Seccionador OGP1 069,*,T,T,101,T,F,66.21,66.21,F,F,T,66.21,66.21,69,0.02553,0.034135,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,0.1
200347,Seccionador OGP1 069->Tap 536 069,T,*,*,Seccionador OGP1 069,Tap 536 069,*,T,T,101,T,F,66.21,66.21,F,F,T,66.21,66.21,69,0.0927,0.35208,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,0.9
200348,Tap 536 069->Tap 537 069,T,*,*,Tap 536 069,Tap 537 069,*,T,T,101,T,F,66.21,66.21,F,F,T,66.21,66.21,69,0.3914,1.48656,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,3.8
200349,Tap 537 069->Tap 538 069,T,*,*,Tap 537 069,Tap 538 069,*,T,T,101,T,F,66.21,66.21,F,F,T,66.21,66.21,69,0.1957,0.74328,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,1.9
200350,Tap 538 069->OGP1 069,T,*,*,Tap 538 069,OGP1 069,*,T,T,101,T,F,66.21,66.21,F,F,T,66.21,66.21,69,0.103,0.3912,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,1
200351,OGP1 220->OGP1 069 I,T,*,*,OGP1 220,OGP1 069,*,T,T,101,T,F,100,100,F,F,T,100,100,220,1.35,61.3712,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,220/69
200352,OGP1 220->OGP1 069 II,T,*,*,OGP1 220,OGP1 069,*,T,T,101,T,F,100,100,F,F,T,100,100,220,1.39,61.613201,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,220/69
200353,Ei P58 069->Hamburgo 069,T,*,*,Ei P58 069,Hamburgo 069,*,T,T,101,T,F,50.55,50.55,F,F,T,50.55,50.55,69,0.79143,1.058185,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,3.1
200354,Hamburgo 069->Tap 534 069,T,*,*,Hamburgo 069,Tap 534 069,*,T,T,101,T,F,50.55,50.55,F,F,T,50.55,50.55,69,0.30636,0.40962,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,1.2
200355,Tap 534 069->Tap 535 069,T,*,*,Tap 534 069,Tap 535 069,*,T,T,101,T,F,50.55,50.55,F,F,T,50.55,50.55,69,0.038295,0.0512025,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,0.15
200356,Pozo Almonte 066->Tap Tamarugal 066,T,MesJun-2017,MesJun-2028,Pozo Almonte 066,Tap Tamarugal 066,*,T,T,101,T,F,9.15,9.15,F,F,T,9.15,9.15,66,6.268185302,9.34510545,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,20.790.001
200357,Tap Tamarugal 066->Tamarugal 066,T,MesJun-2017,MesJun-2028,Tap Tamarugal 066,Tamarugal 066,*,T,T,101,T,F,13.72,13.72,F,F,T,13.72,13.72,66,0.015075,0.022475,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,0.05
200358,Tap Tamarugal 066->La Huayca II 066,T,MesJun-2017,*,Tap Tamarugal 066,La Huayca II 066,*,T,T,101,T,F,28.58,28.58,F,F,T,28.58,28.58,66,2.574,6.318,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,18
200359,Pozo Almonte 066->Tap Bombeo 1 HMC 066,T,MesEne-2017,*,Pozo Almonte 066,Tap Bombeo 1 HMC 066,*,T,T,101,T,F,15.43,15.43,F,F,T,15.43,15.43,66,9.84,10.6725,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,25
200360,Tap Bombeo 1 HMC 066->Tap Bombeo 2 HMC 066,T,MesEne-2017,*,Tap Bombeo 1 HMC 066,Tap Bombeo 2 HMC 066,*,T,T,101,T,F,15.43,15.43,F,F,T,15.43,15.43,66,5.7072,6.19005,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,14.5
200361,Tap Bombeo 2 HMC 066->La Cascada HCM 066,T,MesEne-2017,*,Tap Bombeo 2 HMC 066,La Cascada HCM 066,*,T,T,101,T,F,15.43,15.43,F,F,T,15.43,15.43,66,3.936,4.269,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,10
200362,El Tesoro Aux 220->Centinela 220,T,MesAgo-2020,*,El Tesoro Aux 220,Centinela 220,*,T,T,101,T,F,192,192,F,F,T,192,192,220,0.7,2.905,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,7
200363,Tap Desalant 110->Antofagasta 2 110,T,MesAgo-2018,MesNov-2021,Tap Desalant 110,Antofagasta 2 110,*,T,T,101,T,F,91.45,91.45,F,F,T,91.45,91.45,110,1.81355,4.4919,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,11.5
200364,Antofagasta 2 110->Antofagasta 110,F,MesAgo-2018,*,Antofagasta 2 110,Antofagasta 110,*,T,T,101,T,F,91,91,F,F,T,91,91,110,0,0.0001,T,1,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,Aux
200365,(Ei1) Tap Quiani-Quiani 066->Tap Quiani 066,F,*,*,(Ei1) Tap Quiani-Quiani 066,Tap Quiani 066,*,T,T,101,T,F,28.64,28.64,F,F,T,28.64,28.64,66,0.11234,0.14924,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,0.41
200366,Condores Aux 220->Condores 220,T,*,*,Condores Aux 220,Condores 220,*,T,T,101,T,F,182.9,182.9,T,F,T,182.9,182.9,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,Aux
200367,Kapatur Aux 220->Kapatur 220,T,MesOct-2016,*,Kapatur Aux 220,Kapatur 220,*,T,T,101,T,F,1370.26,1370.26,T,F,T,685.13,685.13,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,Aux
200368,O Higgins Aux 2 220->O Higgins 220,T,MesOct-2016,*,O Higgins Aux 2 220,O Higgins 220,BarA,T,T,101,T,F,1759.9,1759.9,T,F,T,879.95,879.95,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,Aux
200369,Salar Aux 1 220->Salar 220,T,*,MesAgo-2020,Salar Aux 1 220,Salar 220,*,T,T,101,T,F,442.0193661,442.0193661,T,F,T,365.8091306,365.8091306,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,Aux
200370,Chuquicamata Aux S 220->Chuquicamata 220,T,*,*,Chuquicamata Aux S 220,Chuquicamata 220,*,T,T,101,T,F,442.0193661,442.0193661,T,F,T,365.8091306,365.8091306,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,Aux
200371,Chuquicamata Aux N 220->Chuquicamata 220,T,*,MesAgo-2020,Chuquicamata Aux N 220,Chuquicamata 220,*,T,T,101,T,F,442.0193661,442.0193661,T,F,T,274.3568479,274.3568479,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,Aux
200372,Nueva Chuquicamata Aux 2 220->Nueva Chuquicamata 220,T,MesNov-2020,*,Nueva Chuquicamata aux 2 220,Nueva Chuquicamata 220,*,T,T,101,T,F,884.0387322,884.0387322,T,F,T,274.3568479,274.3568479,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,Aux
200373,Calama Aux 1 220->Calama 220 I,T,MesMar-2015,MesNov-2024,Calama Aux 1 220,Calama 220,*,T,T,101,T,F,228.63,228.63,T,F,T,228.63,228.63,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,Aux
200374,Salar Aux 2 220->Salar 220,T,MesNov-2020,*,Salar Aux 2 220,Salar 220,*,T,T,101,T,F,442.0193661,442.0193661,T,F,T,365.8091306,365.8091306,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,Aux
200375,Centinela Aux 220->Centinela 220,T,MesAgo-2020,*,Centinela Aux 220,Centinela 220,*,T,T,101,T,F,192,192,T,F,T,192,192,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,Aux
200376,El Tesoro Aux 220->El Tesoro 220 I,T,MesMar-2017,MesAbr-2018,El Tesoro Aux 220,El Tesoro 220,*,T,T,101,T,F,124.98,124.98,T,F,T,124.98,124.98,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,Aux
200377,El Tesoro Aux 220->El Tesoro 220 III,T,MesAgo-2020,*,El Tesoro Aux 220,El Tesoro 220,*,T,T,101,T,F,192,192,F,F,T,192,192,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,Aux
200378,Esperanza Aux 220->Esperanza 220 I,T,*,MesAbr-2018,Esperanza Aux 220 SING,Esperanza 220 SING,*,T,T,101,T,F,85.36,85.36,T,F,T,85.36,85.36,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,Aux
200379,El Cobre Aux 220->El Cobre 220 I,T,*,MesEne-2024,El Cobre Aux 220,El Cobre 220,*,T,T,101,T,F,300,300,T,F,T,300,300,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,Aux
200379,El Cobre Aux 220->El Cobre 220 I Aum,T,MesFeb-2024,*,El Cobre Aux 220,El Cobre 220,*,T,T,101,T,F,522,522,T,F,T,522,522,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,Mod_Aux
200380,Laberinto Aux 2 220->Laberinto 220,T,*,*,Laberinto Aux 2 220,Laberinto 220,*,T,T,101,T,F,254,254,T,F,T,254,254,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,Mod_Aux
200381,Kimal Aux 220->Kimal 220,T,MesSep-2020,MesOct-2020,Kimal Aux 220,Kimal 220,*,T,T,101,T,F,884.0387322,884.0387322,T,F,T,274.3568479,274.3568479,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,Aux
200382,Pozo Almonte Aux 2 220->Pozo Almonte 220,T,*,MesJun-2020,Pozo Almonte Aux 2 220,Pozo Almonte 220,*,T,T,101,T,F,182.9,182.9,T,F,T,182.9,182.9,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,Aux
200383,Condores Aux 2 220->Condores 220,T,MesFeb-2022,*,Condores Aux 2 220,Condores 220,*,T,T,101,T,F,260,260,T,F,T,260,260,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,Aux
200384,Lagunas Aux 2 220->Lagunas 220,T,MesJul-2020,MesDic-2024,Lagunas Aux 2 220,Lagunas 220,*,T,T,101,T,F,182.9,182.9,T,T,T,182.9,182.9,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,Aux
200385,Sierra Gorda 220->El Arriero 220 I,T,MesMay-2018,*,Sierra Gorda 220,El Arriero 220,*,T,T,101,T,F,192,192,T,F,T,192,192,220,9.4162,37.0596,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,89
200386,El Arriero 220->El Tesoro Aux 220 I,T,MesMay-2018,MesJul-2020,El Arriero 220,El Tesoro Aux 220,*,T,T,101,T,F,192,192,T,F,T,192,192,220,0.1058,0.4164,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,1
200387,El Tesoro Aux 220->El Tesoro 220 II,T,MesMay-2018,MesJul-2020,El Tesoro Aux 220,El Tesoro 220,*,T,T,101,T,F,192,192,T,F,T,192,192,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,Aux
200388,Esperanza Aux 220->El Tesoro 220 II,T,MesMay-2018,MesJul-2020,Esperanza Aux 220 SING,El Tesoro 220,*,T,T,101,T,F,293.06,293.06,T,F,T,293.06,293.06,220,1.25,5.1875,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,12.5
200389,Esperanza Aux 220->Esperanza 220 II,T,MesMay-2018,*,Esperanza Aux 220 SING,Esperanza 220 SING,*,T,T,101,T,F,293.06,293.06,F,F,T,293.06,293.06,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,Aux
200390,Kimal Aux 2 220->Kimal 220,T,MesSep-2020,MesJul-2025,Kimal Aux 2 220,Kimal 220,*,T,T,101,T,F,365.8,500,T,F,T,182.9,250,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,Mod_Aux
200391,Calama Aux 1 220->Calama 220 II,T,MesDic-2024,*,Calama Aux 1 220,Calama 220,*,T,T,101,T,F,488.63,488.63,T,F,T,228.63,228.63,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,Aux
200392,O Higgins 220->Coloso 220 II,T,*,*,O Higgins 220,Coloso 220,BarA,T,T,101,T,F,245.78,245.78,F,F,T,245.78,245.78,220,2.955969809,14.02401797,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,32.459.999
200393,Lagunas Aux 2 220->Nueva Pozo Almonte 220 I,T,MesEne-2025,*,Lagunas Aux 2 220,Nueva Pozo Almonte 220,*,T,T,101,T,F,297,297,T,T,T,297,297,220,5.11042,28.9156,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,70
200394,Lagunas Aux 2 220->Nueva Pozo Almonte 220 II,F,MesFeb-2050,*,Lagunas Aux 2 220,Nueva Pozo Almonte 220,*,T,T,101,T,F,297,297,T,T,T,297,297,220,5.11042,28.9156,T,5,1,F,TxT,Cmn,F,F,*,0,0,30,CNE,70
200395,Lagunas Aux 2 220->Lagunas 220 II,T,MesEne-2025,*,Lagunas Aux 2 220,Lagunas 220,*,T,T,101,T,F,479.9,479.9,T,T,T,182.9,182.9,220,0,0.0001,T,1,1,T,TxT,Cmn,F,F,*,0,0,30,CNE,Aux
200399,Pozo Almonte 13.8->Pozo Almonte 023,T,*,*,Pozo Almonte 13.8,Pozo Almonte 023,*,T,T,101,T,F,12,12,F,F,T,12,12,23,0,5.054,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,23/13.8
200400,Chuquicamata 110->SE 10 110,T,*,*,Chuquicamata 110,SE 10 110,*,T,T,101,T,F,122.1650076,122.1650076,F,F,T,103.92,103.92,110,0.39,1.0699,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,6.5
200401,Frontera 220->PEQ 220,T,*,*,Frontera 220,PEQ 220,*,T,T,101,T,F,137.178,137.178,F,F,T,137.178,137.178,220,0.18984,0.8022,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,2.1
200402,sulfuros 220->sulfuros 066 I,T,*,*,Sulfuros 220,sulfuros 066,BarB,T,T,101,T,F,138,138,F,F,T,138,138,220,3.536,50.12343,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,220/66
200403,sulfuros 220->sulfuros 066 II,T,*,*,Sulfuros 220,sulfuros 066,BarB,T,T,101,T,F,138,138,F,F,T,138,138,220,3.536,50.12343,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,220/66
200404,sulfuros 066->Lixiviacion 066 I,T,*,*,sulfuros 066,Lixiviacion 066,BarB,T,T,101,T,F,73.73340288,73.73340288,F,F,T,71.71,71.71,66,1.3958,5.8926,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,14
200405,sulfuros 066->Lixiviacion 066 II,T,*,*,sulfuros 066,Lixiviacion 066,BarB,T,T,101,T,F,73.73340288,73.73340288,F,F,T,71.71,71.71,66,1.3958,5.8926,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,14
200406,Lixiviacion 066->Booster 066 I,T,*,*,Lixiviacion 066,Booster 066,BarB,T,T,101,T,F,61.73029078,61.73029078,F,F,T,26.89,26.89,66,0.33,1.085,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,2.5
200407,Lixiviacion 066->Booster 066 II,T,*,*,Lixiviacion 066,Booster 066,BarB,T,T,101,T,F,61.73029078,61.73029078,F,F,T,26.89,26.89,66,0.33,1.085,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,2.5
200408,sulfuros 066->Olap 066,T,*,*,sulfuros 066,Olap 066,BarB,T,T,101,T,F,57.50062271,57.50062271,F,F,T,57.50062271,57.50062271,66,0.7865,2.36335,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,5.5
200409,M.Hales 220->Tchitack 220,T,*,*,M.Hales 220,Tchitack 220,BarA,T,T,101,T,F,274,274,F,F,T,274,274,220,0.504,2.6145,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,6.3
200410,Tchitack 220->Encuentro 220,T,*,*,Tchitack 220,Encuentro 220,BarA,T,T,101,T,F,309,309,F,F,T,309,309,220,6.3144,32.75595,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,78.93
200411,Tap Vitor 2 110->Tap Vitor 2 023,T,MesEne-2017,*,Tap Vitor 2 110,Tap Vitor 2 023,*,T,T,101,T,F,30,30,F,F,T,30,30,110,1.461075,61.81285,T,2,1,T,STx,Cmn,F,F,*,0,10000,30,CNE,110/023
200412,San Simon 220->Nueva Victoria 220,T,MesMar-2019,*,San Simon 220,Nueva Victoria 220,*,T,T,101,T,F,250,182.9,T,F,T,250,182.9,220,2.130099911,9.857959586,T,2,1,T,TxT,Cmn,F,F,*,0,10000,30,CNE,Mod_23.799999
200413,Antucoya 220->Antucoya 023 I,T,MesEne-2016,*,Antucoya 220,Antucoya 023,*,T,T,101,T,F,100,100,F,F,T,100,100,220,1.85856,80.7796,T,2,1,T,TxA,Cmn,F,F,*,0,10000,30,CNE,220/23
